id,sectionid,type,label,placeholder,description,required,validation,options,flowinjection,extractiontype,nextfield
4223b3c5-ccca-48c6-84b6-d87f4fb8091c,659bd90f-727d-44d8-afd9-6dbf8bd63b6a,dropdown,Which of the following departments are formally established in your company?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""marketing"",""value"":""Marketing & Growth""},{""id"":""sales"",""value"":""Sales & Business Development""},{""id"":""finance"",""value"":""Finance & Accounting""},{""id"":""procurement"",""value"":""Procurement & Supply Chain""},{""id"":""legal"",""value"":""Legal & Compliance""},{""id"":""hr"",""value"":""Human Resources (HR)""},{""id"":""data"",""value"":""Data & Analytics""},{""id"":""customer_support"",""value"":""Customer Support & Success""},{""id"":""technology"",""value"":""Technology & IT""},{""id"":""product"",""value"":""Product Management""},{""id"":""engineering"",""value"":""Software Development & Engineering""},{""id"":""ops"",""value"":""Operations & Logistics""},{""id"":""rnd"",""value"":""Research & Development (R&D)""},{""id"":""other"",""value"":""Other (please specify)""},{""id"":""less_than_3"",""value"":""Less than 3 departments""},{""id"":""3_4"",""value"":""3-4 departments""},{""id"":""5_6"",""value"":""5-6 departments""},{""id"":""7_9"",""value"":""7-9 departments""},{""id"":""10_plus"",""value"":""10+ departments""}]",,,
2028c3bd-85f4-404c-b63c-bcd40e1db274,f35f6b1a-3661-422c-9b17-0e5f3ff868eb,dropdown,Does each department have clear ownership of KPIs and performance metrics?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""no_kpis"",""value"":""No clear KPIs, performance is not measured""},{""id"":""some_kpis"",""value"":""Some KPIs exist, but tracking is inconsistent""},{""id"":""yes_kpis"",""value"":""Yes, department KPIs are defined, tracked, and optimized""}]",,,
967bfeb4-fff2-42d0-bc7e-44fd4ab60250,85b33f9f-34bf-45fc-8fad-7f6bb2671822,dropdown,What tools or platforms are used for internal collaboration?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""no_tools"",""value"":""No tools, communication is unstructured""},{""id"":""some_tools"",""value"":""Some tools, but communication is still fragmented""},{""id"":""centralized_tools"",""value"":""Centralized project management and communication tools (Slack, Asana, Jira, etc.)""}]",,,
1ebf4f47-a94e-4d6e-9251-37ebe29f91b8,f2df9250-81b9-4164-b50a-e290211df72d,dropdown,Are all department heads required to submit periodic reports on performance and progress?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""no_reporting"",""value"":""No formal reporting system, performance tracking is ad hoc""},{""id"":""inconsistent_reporting"",""value"":""Some reporting exists, but inconsistently tracked""},{""id"":""structured_reporting"",""value"":""Yes, monthly/quarterly structured reports exist""}]",,,
998289d7-d512-4c37-93f6-f12122b98c81,7d552376-fb68-42f4-94fe-bf7811d665c4,dropdown,How resilient is the company s department structure in handling rapid scaling?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""not_prepared"",""value"":""The company is not structurally prepared for rapid growth""},{""id"":""some_gaps"",""value"":""Some departments are scalable, but gaps exist""},{""id"":""fully_scalable"",""value"":""Departments are structured for scalability and can handle rapid expansion""}]",,,
d32d9fbf-e2f3-43ee-915f-e598910c8738,ef842f2b-ca50-4199-b60b-0f82411f1086,dropdown,How well-defined are the career progression paths within each department?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""no_structure"",""value"":""No structured career growth plans""},{""id"":""some_structure"",""value"":""Some career progression structure exists, but not fully developed""},{""id"":""clear_paths"",""value"":""Clear promotion paths & professional development programs""}]",,,
fa908d12-6152-4835-b4e0-9af22410bfcd,1d48c4ed-d623-464a-b138-4545132ac630,dropdown,How frequently are internal promotions vs. external hires made for leadership roles?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""mostly_external"",""value"":""Mostly external hires, little internal growth""},{""id"":""mixed"",""value"":""Mix of internal promotions and external hires""},{""id"":""mostly_internal"",""value"":""Majority of leadership positions filled through internal promotions""}]",,,
17525244-6c97-4f53-81b5-74637c265965,e331d39d-1cd9-40ad-bcfa-ed66d3799f0f,dropdown,Are interdepartmental workflows optimized for multi-location or global operations?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""no_global"",""value"":""No global operations or processes are still manual""},{""id"":""some_structure"",""value"":""Some structure, but inefficiencies still exist""},{""id"":""fully_optimized"",""value"":""Yes, fully structured processes for global teams""}]",,,
c3cb38d6-63ae-4ab2-ac4a-45c965a6c68d,ec0c6005-3326-4373-9a93-67fa5535e9d9,dropdown,Does the company have a dedicated compliance or risk management department?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""no_compliance"",""value"":""No structured compliance process""},{""id"":""some_compliance"",""value"":""Some compliance oversight, but no dedicated department""},{""id"":""yes_compliance"",""value"":""Yes, fully developed compliance team""}]",,,
fd4cf8db-cb7f-4748-8689-ceca59cdb9d3,288bb3b1-6007-45db-bb5f-e6b9120e2f6a,dropdown,How frequently does the company restructure or optimize its departments?,,,1,"z.string().min(1, 'This field is required')","[{""id"":""never"",""value"":""No structured review, departments remain static""},{""id"":""occasionally"",""value"":""Occasionally, but not on a set schedule""},{""id"":""6_12_months"",""value"":""Every 6-12 months to match scaling needs""}]",,,
