id,sectiontitle,firstfield,nextnode
d898bac0-96cd-4021-a4d5-33c0cd0f35bc,Conversion Optimization Strategies,78b11290-eaa0-4d91-a3c0-0f1d83519260,ee4de35f-a89e-4a8e-96fb-48a9c138cae7
ee4de35f-a89e-4a8e-96fb-48a9c138cae7,Lost Leads Retargeting,cc63c5c2-d7a5-4793-8e50-79682e55fdd0,1d86bd34-b509-4f79-aa79-244eccc5750c
1d86bd34-b509-4f79-aa79-244eccc5750c,Monthly Marketing Budget,f36f4738-dfba-4c6e-a423-966f3dc043c1,7acbda64-de7e-4ca1-80d9-5f7b7f86813f
7acbda64-de7e-4ca1-80d9-5f7b7f86813f,Marketing Budget Percentage,a3a87d67-0c64-4c5a-8bc8-80325aa2268b,b524ae7e-bae8-41c2-abb6-f87a05f8e5f3
b524ae7e-bae8-41c2-abb6-f87a05f8e5f3,Marketing Budget Distribution,5b56933c-32b0-4641-9afd-8ed533ae4158,bb7b3b65-1849-4323-be8e-e7eaf290368e
bb7b3b65-1849-4323-be8e-e7eaf290368e,Marketing ROI Tracking,511cff83-30cb-4e27-8be3-072e388abf5b,ba45c603-f1db-4b37-8fc6-05e392b88df6
ba45c603-f1db-4b37-8fc6-05e392b88df6,Customer Acquisition Cost,e714e3e3-6cd7-4d3e-82a0-a7ba609ac33b,9b1fe558-4355-4e70-bf09-0b71e34d08c1
9b1fe558-4355-4e70-bf09-0b71e34d08c1,Return on Ad Spend,24fb8829-f2b7-48c4-bb45-670968c00415,5866771c-bf19-43f1-917a-4fe0ccca1a71
5866771c-bf19-43f1-917a-4fe0ccca1a71,Marketing Attributed Revenue,c059c778-6cf1-4404-8c9c-9353fd0a5187,91bc12d8-3be2-4f92-bb10-5fed5f7dca53
91bc12d8-3be2-4f92-bb10-5fed5f7dca53,Marketing Efficiency Ratio,abe220d2-20e9-40b8-9edb-1bc451e714c1,f4524bc1-838f-46cb-9c27-eca0b79afb94
f4524bc1-838f-46cb-9c27-eca0b79afb94,Social Media Followers,36bf8a8a-844d-4cd8-8567-c3ca1f9894e5,6eebc4a9-3105-4bf4-bf6f-e9666faf2ea7
6eebc4a9-3105-4bf4-bf6f-e9666faf2ea7,Social Media Engagement Rate,df3a7cf7-9c19-4939-9495-11db0c279edc,1046ae70-19fd-4374-a87a-fc7d20fe4d21
1046ae70-19fd-4374-a87a-fc7d20fe4d21,Content Posting Frequency,812d659f-9f42-418c-823d-f1619eb2f44f,0fc41f77-7892-48af-91c8-6eb17486348e
0fc41f77-7892-48af-91c8-6eb17486348e,Paid Social Media Ads,b2acf15c-fa2b-43d2-ae35-929c92884b89,bf3f22f7-7f45-467e-8745-3249a390db9a
bf3f22f7-7f45-467e-8745-3249a390db9a,Media Coverage,a47f6824-6e21-41d1-a264-e35cecdf13ea,14aa3656-2b04-4f49-808a-f9299707ee30
14aa3656-2b04-4f49-808a-f9299707ee30,Online Reviews,9543ef5c-61ad-4400-acdc-f19a3ed964d8,ad66d1fb-e24a-4e66-aebc-35ad0493f120
ad66d1fb-e24a-4e66-aebc-35ad0493f120,Brand Partnerships,913f4118-4473-42d8-8e24-bcf141281e38,7b8bce45-cdb0-4813-8458-7943279bd297
7b8bce45-cdb0-4813-8458-7943279bd297,Reputation Management,fc9263e0-14b7-4e2e-940e-01170b43fc24,
