id,sectiontitle,firstfield,nextnode
25af286b-d7d8-425c-abe2-e1499f473c55,Monthly Marketing Budget,50800543-8a16-4f3a-b517-6ca6895f71d3,c407b821-7221-4e5c-bfad-9528be69a9db
c407b821-7221-4e5c-bfad-9528be69a9db,Marketing Revenue Percentage,8d7d0e82-6327-48b8-a554-1b768047b007,e04a8e95-765c-45c0-b050-4a16bdc90ef4
e04a8e95-765c-45c0-b050-4a16bdc90ef4,Marketing Budget Distribution,6a30c519-67b7-4327-8581-08d63a4b0f21,555d9a56-0007-46c3-9e94-f9908745b187
555d9a56-0007-46c3-9e94-f9908745b187,Marketing Effectiveness Measurement,df74c20e-9419-4b31-949b-39476cbcd4b6,2f588602-b9f8-484e-b0e7-6cc9cfbe1f6f
2f588602-b9f8-484e-b0e7-6cc9cfbe1f6f,Budget Adjustment Frequency,f3e0e581-a549-4293-966d-28b079425dd1,7acc4719-1843-465a-9fe6-c5538e57c455
7acc4719-1843-465a-9fe6-c5538e57c455,Customer Acquisition Cost,9b8f475a-145e-4ad5-b4ad-20fc3f9a5e67,3e3205c3-b765-43fc-b8f5-fbd2b5c3d80d
3e3205c3-b765-43fc-b8f5-fbd2b5c3d80d,Return on Ad Spend,ad619a80-1a94-416d-abeb-fc31bee2f115,87457b94-b1a4-4d49-9c16-60cfb6489c3f
87457b94-b1a4-4d49-9c16-60cfb6489c3f,Revenue Attributed to Marketing,4f98d02d-8158-4712-a2e0-826c206d2857,d3a8a7e7-bf7e-4767-977b-8d93915211c1
d3a8a7e7-bf7e-4767-977b-8d93915211c1,Marketing Efficiency Ratio,ed9ac006-f54e-4db0-bcc0-51d184387de3,725b1043-8148-49ec-a49b-02d5115b2b4f
725b1043-8148-49ec-a49b-02d5115b2b4f,Marketing Profitability Strategies,1d1ddbb8-9f4d-4161-8017-567f76305755,e9857dcc-bc04-4bfe-a415-7565d286e826
e9857dcc-bc04-4bfe-a415-7565d286e826,Social Media Follower Count,79761f7d-1eab-4f1f-8fa0-ffb8bd732946,06849522-7a32-460c-ba05-32ab70c833c3
06849522-7a32-460c-ba05-32ab70c833c3,Social Media Engagement Rate,9838e3e6-bf01-4e9b-b88e-f479d74275f7,3a066b29-55d0-4027-88f0-79e9e031262b
3a066b29-55d0-4027-88f0-79e9e031262b,Content Posting Frequency,bda74ddf-b85e-416e-9b8e-4029751d4201,88b4065c-2488-4f54-a066-3eb0dedc9770
88b4065c-2488-4f54-a066-3eb0dedc9770,Paid Social Media Ads,b215d1df-b01f-4246-b070-24874f6b2ece,9fd94976-7f3a-439f-a5dc-6caa2aaa6603
9fd94976-7f3a-439f-a5dc-6caa2aaa6603,Social Media Effectiveness,ffd67460-46c4-40bd-80d0-7d027350101a,17f5d78c-53e3-4c42-91d0-062cc7e4a964
17f5d78c-53e3-4c42-91d0-062cc7e4a964,Media Coverage,45221c7c-1bc0-4cfe-b145-79b9de0ff22f,5b73f660-5803-465e-8732-c692bedd9daa
5b73f660-5803-465e-8732-c692bedd9daa,Positive Reviews Percentage,557bd7f7-0427-42b6-9832-99bc743e3dfa,cc047328-f779-4e68-bd3f-6d00fe2c9447
cc047328-f779-4e68-bd3f-6d00fe2c9447,Brand Partnerships,92d8572a-e5b4-4973-8159-3de8ea908bda,c38a3734-a161-4df7-87e2-9dbba1ef6f5b
c38a3734-a161-4df7-87e2-9dbba1ef6f5b,Reputation Management,2d898bc1-95e0-47b7-97e7-f858c56e80dc,ad8941bf-d19c-4dd6-bc97-5cd586ccee6d
ad8941bf-d19c-4dd6-bc97-5cd586ccee6d,Industry Events Participation,e5351ddb-4e73-4b0c-b6d0-a516347705c7,
