id,sectiontitle,firstfield,nextnode
cc58df69-8d28-428e-9167-65ba757561fd,Cost Per Acquisition Channel,c128f709-1392-40a9-a406-cddcc5b83a08,44de6beb-2e02-4416-9425-80e4bd360551
44de6beb-2e02-4416-9425-80e4bd360551,Budget Reallocation Frequency,93fd7305-5e1b-4e72-aaea-876441e67b1a,aef09916-25cc-4d26-9fba-62c1515b0338
aef09916-25cc-4d26-9fba-62c1515b0338,Marketing Budget EBITDA Impact,18184b25-7e27-4db4-8b28-a86c776f22ba,244c5d69-e74e-4b6f-b5bb-357fc226620e
244c5d69-e74e-4b6f-b5bb-357fc226620e,Customer Acquisition Cost,435f59d9-8166-4019-9972-ba41436bc010,bfec063f-047d-48d2-bf06-4df50463826c
bfec063f-047d-48d2-bf06-4df50463826c,Return on Ad Spend,0c31374f-459d-4d08-8f86-401ffdfddf7e,7ab240d5-ca2a-4224-9d77-0dacb901097e
7ab240d5-ca2a-4224-9d77-0dacb901097e,Revenue Attribution Marketing,771445d6-05d2-41de-ab44-b1c415d075fc,2b8e8516-c451-492c-bdcb-1e941e306316
2b8e8516-c451-492c-bdcb-1e941e306316,Marketing Efficiency Ratio,b97acbe4-ae5e-4b94-b6dc-3f76d451bc1f,0c9be347-fc5b-4797-893a-a884a4a1e535
0c9be347-fc5b-4797-893a-a884a4a1e535,Marketing Spend Optimization,c6d243af-d388-4d54-8d1e-a3272dbfc9fd,afe0f77c-8b94-4541-8332-7b0f3e70e6bd
afe0f77c-8b94-4541-8332-7b0f3e70e6bd,Marketing Profitability EBITDA,0b7a85ea-da3f-47e6-bad9-8067e95887a5,e1f7445c-2ab0-4868-90a7-966f9f2522e8
e1f7445c-2ab0-4868-90a7-966f9f2522e8,Social Media Follower Count,21ccda11-e045-4818-ab20-69124bfc5e55,bd590c2a-49c1-4893-b471-157cb3e973c3
bd590c2a-49c1-4893-b471-157cb3e973c3,Social Media Engagement Rate,1a93f74e-b0cc-4457-8ad8-b2f7ffaf687d,cfcb59f2-3b6a-4c74-8390-d27a65f84549
cfcb59f2-3b6a-4c74-8390-d27a65f84549,Content Posting Frequency,1064198c-1944-41c7-bd51-01a83192fcfa,788e82c9-535d-4ae8-9720-3e0b6983bb82
788e82c9-535d-4ae8-9720-3e0b6983bb82,Influencer Partnerships Social,f56e5029-efcf-4254-ac46-d04ec82aaee4,5b80fae0-da3b-4b65-9be7-03c5469d82dd
5b80fae0-da3b-4b65-9be7-03c5469d82dd,Social Media Campaign Effectiveness,c564e0a7-651f-4a1a-b7a5-8d5e891777e0,29d24a96-1ccd-4e20-bf74-89e046cef510
29d24a96-1ccd-4e20-bf74-89e046cef510,Social Media Investor Relations,b7a5a643-f542-4c62-86e3-b07b276bf46e,b7ddb100-b9a0-4c50-b335-7fe63f734f2d
b7ddb100-b9a0-4c50-b335-7fe63f734f2d,Social Media Traffic Leads,3d48b5c9-794d-4451-8809-5fdfd7630e58,3e3088ef-ccc5-40dc-b495-4ba30c29375d
3e3088ef-ccc5-40dc-b495-4ba30c29375d,Media Coverage Recognition,e7badfcc-7aaf-4238-b97e-aa64e68e402b,99361967-943a-4b20-9f33-0b0566e9b517
99361967-943a-4b20-9f33-0b0566e9b517,Brand Sentiment Reputation Tracking,36cebae3-6e77-4327-87c9-47d12684fe2b,da81eea2-7416-4a13-ae66-f510ded60e1e
da81eea2-7416-4a13-ae66-f510ded60e1e,Positive Feedback Percentage,4f73e364-2e9b-44bf-8261-ca786892bf4c,b0c194ee-0aa9-4a52-ac29-5fd63c42d6f1
b0c194ee-0aa9-4a52-ac29-5fd63c42d6f1,Crisis Communication Strategy,1d3bcc4e-bd36-4b2c-bea3-29be174fee6d,0733787e-29ab-4ad9-8835-4da9b80d4f32
0733787e-29ab-4ad9-8835-4da9b80d4f32,Global Partnerships,735ebeb9-ca5e-45dc-b213-c23d293582e6,f206e94a-ff75-49cd-9fe9-df9325fd6eaa
f206e94a-ff75-49cd-9fe9-df9325fd6eaa,Industry Events Participation,1216243b-3d2b-45c5-8487-f24811d4f0aa,72cee4ec-5755-4b53-867b-0824a1d71687
72cee4ec-5755-4b53-867b-0824a1d71687,Negative PR Management,63378d0a-fe99-4315-a9c6-6bba472890bf,
